0.08545823, 0.11041462, 0.09036511, 0.11209348
0.0908354, 0.09838961, 0.09597928, 0.09990324
0.09043796, 0.08518382, 0.09606963, 0.086394995
0.08691325, 0.09114716, 0.094180144, 0.09531892
0.08543342, 0.109503046, 0.09092604, 0.10858309
0.08902447, 0.09740647, 0.092817076, 0.09986665
0.085525565, 0.10445185, 0.09078493, 0.10671373
0.087325245, 0.09586395, 0.09225004, 0.09766402
0.08828672, 0.10468602, 0.09189444, 0.10613269
0.10217671, 0.11412794, 0.09332558, 0.09698698
0.09109834, 0.09720829, 0.092145614, 0.10167707
0.08781105, 0.1038885, 0.09066934, 0.105317004
0.108369894, 0.11891388, 0.08986495, 0.1101974
0.09049474, 0.11529264, 0.091909476, 0.10929309
0.09659442, 0.08939487, 0.09700287, 0.08852375
0.0908634, 0.09877376, 0.09272523, 0.09943459
0.08886568, 0.0976748, 0.09383283, 0.09276448
0.08412038, 0.11161104, 0.08989125, 0.11424648
0.09413521, 0.11151077, 0.093909815, 0.10202945
0.08757423, 0.11649485, 0.089710295, 0.11460031
0.08968383, 0.09509182, 0.09341712, 0.09632232
0.084578656, 0.13353226, 0.08573045, 0.12900135
0.08449366, 0.11557698, 0.09054476, 0.11412359
0.0923873, 0.08777761, 0.09551822, 0.09031234
0.0899785, 0.11538616, 0.09277093, 0.10939068
0.08554335, 0.10417368, 0.08975169, 0.10158207
0.08284167, 0.11719526, 0.0879873, 0.11537386
0.08854773, 0.09834507, 0.09341922, 0.09723216
0.09049156, 0.099093616, 0.0929592, 0.09818576
0.089024946, 0.10483464, 0.0920333, 0.10253069
