0.012231463, 0.010004713, 0.022929406, 0.023317585
0.012076129, 0.012705225, 0.02292059, 0.022400878
0.01218805, 0.0105333105, 0.024280135, 0.022713954
0.0093207145, 0.0190455, 0.020705547, 0.025469126
0.009288405, 0.021498984, 0.022606432, 0.033409495
0.011397898, 0.017215906, 0.021522937, 0.025909908
0.010034369, 0.029312238, 0.022572488, 0.042472143
0.010003888, 0.018459497, 0.022077717, 0.030586256
0.013924616, 0.0049432586, 0.025515385, 0.0155428825
0.013450722, 0.009474753, 0.025463931, 0.02561796
0.0114072235, 0.017650967, 0.022156324, 0.03019315
0.012241573, 0.0133265285, 0.021920267, 0.024727795
0.010871492, 0.01689717, 0.023376746, 0.026907653
0.013730275, 0.006494799, 0.024889337, 0.017408075
0.013567145, 0.009227733, 0.026145175, 0.023804717
0.011019583, 0.024516113, 0.019918486, 0.032943796
0.011272426, 0.014809877, 0.02327255, 0.029204434
0.013289601, 0.008276305, 0.024459476, 0.020347565
0.013225601, 0.007271128, 0.025887435, 0.022321789
0.011079162, 0.018806828, 0.023177095, 0.029397082
0.010009792, 0.015560274, 0.02462271, 0.028685177
0.0117461495, 0.013877598, 0.024828488, 0.028860142
0.011611097, 0.010227264, 0.023210632, 0.02118662
0.01275083, 0.0066863014, 0.026588932, 0.021385176
0.01004135, 0.01907173, 0.022844926, 0.031552784
0.013161548, 0.007547026, 0.025106624, 0.020311464
0.011547054, 0.013711758, 0.022009661, 0.026081376
0.011765634, 0.01148266, 0.022247147, 0.022865985
0.00999663, 0.025461784, 0.022020059, 0.03831987
0.01080458, 0.015657835, 0.022012722, 0.024798816
