candidate loss,validation loss, cme training, cme validation
0.0012146474459608847, 0.0009258788617832253, 0.002965017908918469, 0.002458130455211936
0.0010877102397959402, 0.0008129323237163496, 0.0029066742512014096, 0.0024157937139222363
0.0012084434301023216, 0.0009284821928770846, 0.0030779577939317945, 0.0025888346706690346
0.001230448124753021, 0.0009443153970177037, 0.002753446215810391, 0.002295016949295181
0.0010981038076753361, 0.0008166681362555729, 0.0026746138358890417, 0.002274521804020471
0.0011516198305243132, 0.0008528193855407977, 0.0028464743783869874, 0.0023545349632393426
0.0012627413316880875, 0.0009360872023738787, 0.0028355642629434856, 0.0023755065248240816
0.0010953213159532432, 0.0008108685179791756, 0.0029759020699511255, 0.002458451786549865
0.0011476773949311402, 0.0008567009869230069, 0.002265635688612079, 0.00184342324372634
0.0013898490091749432, 0.0010496870557731705, 0.003916330367281072, 0.0033638063428649773
0.0011378524442710787, 0.0008585357341340714, 0.0025635300198666843, 0.002142854844510376
0.001069760638738438, 0.0007953042605434651, 0.003261974899340261, 0.002793327356165301
0.0011438029825839935, 0.0008357271235304684, 0.0033618688140917893, 0.0028759915357752354
0.0011816238359541517, 0.0008659092150036881, 0.0027107723281375646, 0.0021964863632927744
0.0012522733015975182, 0.00096494180892476, 0.002538387950998607, 0.0020877550301650074
0.0012254734926048188, 0.0009348544163239586, 0.0026159056169932473, 0.0021251134382373952
0.0012775845659727288, 0.0009633038188630329, 0.003200379070336426, 0.002695528875178813
0.0011710658049923597, 0.0008485129499991867, 0.0024184826047726703, 0.0019132930488250802
0.0011955274326889561, 0.0009004678381308163, 0.002461966173027033, 0.002059940362630694
0.0010748901547859488, 0.0007971330299775776, 0.0028836687126872268, 0.002413516962230682
0.001114234969310652, 0.0008209944381383772, 0.002473110173709147, 0.0020200555137827774
0.0012212102724906432, 0.0008961770499557395, 0.003611398181797464, 0.0030869933403358187
0.001119701059209963, 0.0008262980924424745, 0.0029120738816722793, 0.0024103136090601993
0.0012643458033166485, 0.0009497350305034991, 0.002796697153197914, 0.002352651466721534
0.0012580963375189414, 0.0009547417541693182, 0.0031856023234848097, 0.0026975962672007585
0.0011271565323189192, 0.0008431624960021239, 0.0027361319586621303, 0.002318430077923781
0.0010816683229006696, 0.0007983676817365728, 0.0023150316647032156, 0.0018787486592158151
0.0011017135483886399, 0.0008169099816787033, 0.0035519493194980482, 0.00300738925993167
0.0011601703862839118, 0.0008646627953616015, 0.00284844168298365, 0.0023896973538028296
0.0013031969261901018, 0.0009205979462108521, 0.003815281992052615, 0.0031515892789706844
