candidate loss,validation loss, cme training, cme validation
0.00033372005457934595, 0.00023490447957669782, 0.0004944721393588884, 0.00036010941855337995
0.00032634044042294594, 0.00023035005571248266, 0.00045606354440003383, 0.0003329814856149401
0.0003252772250436061, 0.00023051843532553718, 0.0005367593288977204, 0.0004048238446106056
0.0003206802339369569, 0.00022587247830898835, 0.00047084241686000183, 0.0003515517222472784
0.00031563198033710015, 0.00022368879347445678, 0.0004974822509477314, 0.00037819749201237885
0.0003180845600272935, 0.00022638023855729047, 0.00044302629226063725, 0.0003243546852124626
0.00031680761235487303, 0.00022531987180234695, 0.0004653485706913489, 0.0003512551536148109
0.0003227069808218535, 0.00022893622895075324, 0.0004901786927860314, 0.00036197604526901864
0.00032785303201243314, 0.00023298525549119426, 0.0004770962624406845, 0.0003580034578352158
0.0003261996963749975, 0.00022924619340353302, 0.0005250225037784126, 0.0003898172266549274
0.00032569735306640257, 0.00023073945989553264, 0.0004709868695628774, 0.0003485359196257676
0.0003229921724690837, 0.00022872356276651645, 0.00045684281207120905, 0.00033432454801638156
0.0003208656868803797, 0.00022812447300162386, 0.0005136974834621908, 0.00038937619483614557
0.00031907099616385504, 0.00022655049852635535, 0.0004723999230069471, 0.00034206146160357465
0.00032191311504671484, 0.00022821872413888078, 0.0005276041356071388, 0.00039127209036400834
0.0003199564795759899, 0.00022755318261699398, 0.0005303766582621112, 0.000408743170698172
0.0003152203775947553, 0.00022443869815254064, 0.0005099231612843838, 0.0003873540991992503
0.0003256100513508162, 0.0002304049867704343, 0.0005420242912106344, 0.0004061800544246128
0.0003281025142591527, 0.00023404173517867398, 0.0004934807430019391, 0.00038064726422559037
0.0003180029042133474, 0.00022794327867641025, 0.00046938413423521376, 0.0003646594797943756
0.0003278099620422701, 0.00023132869544145314, 0.0004992295848878297, 0.00037280683215837644
0.0003294277919651089, 0.0002347253389809082, 0.00046697881697567374, 0.00034342117465380406
0.0003164858245896196, 0.00022562555178429295, 0.0005084695448118102, 0.00039274359085147737
0.00031447560638902963, 0.0002240810286614145, 0.0004734957174259753, 0.00034757136061595195
0.00032218907043152613, 0.0002278575901085066, 0.0005572653921247042, 0.0004363417785433299
0.00031226197926973365, 0.00022056716196604346, 0.00048741658344266013, 0.0003553897450874593
0.00032527801159610713, 0.00023054618968338446, 0.00045977009979665176, 0.0003273144320690914
0.00032592015094757903, 0.00023041897352788437, 0.0004984527750914989, 0.00037514504156082505
0.00031756282472371534, 0.0002255869922896154, 0.00048111682503037563, 0.0003478288857308116
0.00032658144783454196, 0.00023497247787610597, 0.0004847929749210841, 0.0003665480074923891
