0.0015640507, 0.01306658, 0.003687386, 0.013721093
0.0020649615, 0.0036208893, 0.004178665, 0.0051987455
0.0017029875, 0.01147072, 0.003401156, 0.012767906
0.0018334166, 0.009868067, 0.0035620665, 0.011348637
0.0018931422, 0.010071997, 0.0037475785, 0.0114463065
0.0018054912, 0.003695823, 0.0038454228, 0.0056383205
0.0018256138, 0.011922087, 0.0037399917, 0.01286094
0.0013979826, 0.013273881, 0.00324446, 0.015334288
0.0017388966, 0.009173911, 0.004257006, 0.010819715
0.0014949233, 0.016458413, 0.0036951052, 0.014719984
0.0016904353, 0.0042832536, 0.0037424923, 0.0053355875
0.0019754875, 0.005284501, 0.004092638, 0.006341802
0.0014665378, 0.016930081, 0.0033000412, 0.017215196
0.0019109206, 0.012917521, 0.004250988, 0.014609492
0.0018072879, 0.0038867854, 0.0038405992, 0.005515603
0.0017354498, 0.0027092763, 0.0037128492, 0.004471409
0.001995262, 0.010133938, 0.00388518, 0.011156622
0.002454803, 0.003572948, 0.0045360797, 0.004943823
0.0016008626, 0.011062913, 0.0034855437, 0.012865543
0.0018213565, 0.004411073, 0.0039315294, 0.0062775617
0.0020977582, 0.0018161213, 0.0043437546, 0.0039088237
0.0014752625, 0.008907934, 0.0033823107, 0.009533077
0.0019753992, 0.009030808, 0.003720106, 0.010260599
0.0016486011, 0.00916178, 0.003731799, 0.011016359
0.0021896514, 0.0025057585, 0.0046159695, 0.0042325323
0.0015388988, 0.010244914, 0.0035235088, 0.0125216795
0.0016696433, 0.008150236, 0.0036438603, 0.008530029
0.0018051994, 0.018252512, 0.0036859885, 0.017347066
0.0014734422, 0.017687066, 0.0033235617, 0.01836243
0.0016659703, 0.0037594556, 0.003991531, 0.00516467
